6.671136401290567473e-09,1.793473972718229441e-05,4.500000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,9.862198826959477360e-01,6.567043137381103346e-01,3.292613474763326775e-01,0.000000000000000000e+00,6.400000000000000000e+01
7.542438225930869475e-09,8.271939111806434286e-06,3.300000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,9.446933199726128549e-01,5.427887509383847453e-01,2.004998841685278754e-01,0.000000000000000000e+00,1.280000000000000000e+02
3.318179422917652994e-06,8.202293556507072235e-08,4.060000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00,9.925611791822227525e-01,2.551119298442286465e-01,1.466944671268317624e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.394732401497290526e-09,1.431213620910129708e-03,6.140000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,9.951638047507552765e-01,6.051185944740037348e-01,5.495982825715222120e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.231841731470315212e-04,7.418586087447937743e-08,2.200000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00,9.698209027718566189e-01,1.430517435152831029e-01,4.598152010837571746e-01,0.000000000000000000e+00,1.280000000000000000e+02
4.786161718874200744e-07,6.399875472300793189e-08,4.600000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+00,9.988722823298035181e-01,2.242504284793124802e-01,1.151135506278697235e-01,0.000000000000000000e+00,1.600000000000000000e+01
5.680414971724923706e-08,6.498276819513353020e-09,6.800000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,9.954160264951943393e-01,2.448341229971188748e-01,7.534390782914048013e-02,0.000000000000000000e+00,1.280000000000000000e+02
2.774929021502170373e-05,1.253523407759918512e-09,4.200000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,9.734584862345101453e-01,6.509338064414473823e-01,2.959602016487834497e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.295962698317404301e-08,6.860399835150732522e-04,1.700000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,9.922682694165604333e-01,5.324660393444264894e-01,3.359576357284204673e-01,0.000000000000000000e+00,1.280000000000000000e+02
2.033965507422498898e-08,6.494630551794853663e-08,8.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,9.941992694238773742e-01,7.588898800412374746e-01,2.390770778101367067e-01,0.000000000000000000e+00,1.280000000000000000e+02
2.189774083419402317e-04,9.111656519025209259e-06,1.420000000000000000e+02,7.000000000000000000e+00,1.000000000000000000e+00,9.781593783530452280e-01,3.892162342205351400e-01,5.287834364505419327e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.228832998061647932e-09,2.064082438989148921e-03,4.070000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00,9.950737738146621103e-01,5.662070747045668817e-01,3.132669113584005127e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.213248814607490020e-04,1.821355871775139079e-02,6.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,9.973311659380782457e-01,8.322933205463225459e-01,4.257521070001543118e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.701591767848787400e-07,1.009205962316932909e-02,8.800000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,9.548391595533326504e-01,2.343286466118533196e-01,5.020692982135856186e-02,0.000000000000000000e+00,3.200000000000000000e+01
4.640449047346636596e-06,2.348384535825915677e-08,3.460000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,9.899572220310375315e-01,8.165451070148382895e-01,8.591308862632707211e-02,0.000000000000000000e+00,6.400000000000000000e+01
4.695109454412901203e-09,2.789866423937847613e-04,5.300000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,9.670252704692379186e-01,6.422000086168979660e-01,5.091449898689556219e-01,0.000000000000000000e+00,3.200000000000000000e+01
4.170775426252315399e-06,4.989175952421493442e-03,5.620000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,9.973773019901372994e-01,5.063116947030670278e-01,5.527440849479449414e-02,0.000000000000000000e+00,1.600000000000000000e+01
2.997341893314887366e-06,3.761658683437808792e-02,2.690000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,9.971192798115271483e-01,4.662691966917611452e-01,1.286747301074511185e-01,0.000000000000000000e+00,1.280000000000000000e+02
4.112208371224086134e-07,1.172434756428154045e-09,1.840000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.842502874292203829e-01,8.050033077782646762e-01,3.219680174636311842e-01,0.000000000000000000e+00,1.600000000000000000e+01
3.987529195808403213e-09,4.365627748055441311e-06,1.330000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,9.238551865799882190e-01,5.528948186859211633e-01,4.659697920874317778e-01,0.000000000000000000e+00,6.400000000000000000e+01
1.783549066782216775e-06,2.488676482748112543e-09,1.060000000000000000e+02,5.000000000000000000e+00,1.000000000000000000e+00,9.969463113651962916e-01,2.723144233370199951e-01,2.157501399367647288e-01,0.000000000000000000e+00,1.600000000000000000e+01
3.273068772854329883e-07,2.199388850747289603e-08,4.180000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00,9.900357826281058760e-01,6.421440025911347993e-01,3.594290507133272583e-01,0.000000000000000000e+00,1.280000000000000000e+02
